review_id,review_title,review_comment,review_star_rating,reviewed_product_asin,review_year,review_country
R228NWYL189RQ6,Simple and good,"The sound is surprisingly good, and the stay without any problem.

The only disadvantage is that not have some of the functions with IOS that one could expect, lika haveibg SMS message being read as they come,

Easy to recommend",4,B0BYSQDWRT,2024,Sweden
R35LK56UU2CSF8,Comfortable and sound good considering open ear design,"The headphones are comfortable for extended periods. They work fine with glasses/sunglasses. The bass is OK when you consider the open-ear design. They pair with 2 devices simultaneously and seamlessly switch. I like that I can hear my surrounds or have a conversation without taking them out.
I do think they are over priced. The charge case feels particularly cheap when compared to other manufacturers. When on an airplane or walking near a road, it can be hard to hear what's being played.",4,B0BYSQDWRT,2023,the United Kingdom
R2QV0B4P6JT6X1,Good and flawed,"The Good:
-Comfortable fit.
-Good voice call quality.
-Better overall sound quality vs Open Run Pro.

The Bad:
-Slow to respond to touch commands.
-Touch commands doesn't always register, sometimes you have to do it twice or three times (e.g Pause).
-There's no way to control volume from the device or from within the Shokz app, you need to use your phones volume control.
-No way to turn it On/Off from the ear piece.
-One ear piece has 20 shorter battery life than other
Battery life is half a day vs two days on the Open Run Pro, from the same usage pattern.
-Randomly pauses music for no reason at all, seems a touch pad issue.
-Needs the case to recharge.

I went back to the Open Run Pro for normal everyday use for reliability and battery life.",4,B0BYSQDWRT,2023,Australia
RECNL6VG3MJZZ,Even better than expected!,Arrived amazingly quick and was a snap to pair and begin to enjoy. I was immediately impressed with the quality from such a lightweight ear device. The sound is fantastic after adjusting the EQ to my liking. These are awesome!,5,B0BYSQDWRT,2024,Singapore
R1KAZHIYI48SSA,Delivery was in order and it was in good condition as stated.,Delivery was in order and it was in good condition as stated.,5,B0BYSSD56Y,2023,Singapore
RO5G90PK3KM2Q,Clean Sound and Comfort (in contrast to the competition),"I don't often write product reviews, but felt that my experience with the Oladance OWS Pro and Shokz OpenFit might be helpful to others. I pre-ordered the OWS Pro on the day of release and my initial impression was great. They have excellent sound quality and are a truly beautiful design. However, after a week of usage I ended up massively disappointed, and regrettably had to return them - I purchased the Shokz OpenFit instead and am much happier. My use case is for podcasts, audiobooks and quiet music in a home office environment.

Unfortunately My OWS Pro had an annoying rapid 'ticking' sound that was constantly there quietly in the background when any audio was active. I could best describe it as the sound an old film projector makes. It wasn't audible in a noisy environment or with loud 'busy' music, but in a quiet home office with podcasts, phone calls, notification sounds, quiet music or music with silent portions, and - ironically enough - their 'Focus Mode', it was constantly apparent. I'd call it a constant hissing/ticking/clicking background sound when any audio stream is active. For example a notification sound would be 'hiss-ticktick-hiss-ticktick&lt;notificaton sound>hiss-ticktick-hiss-ticktick' as the audio circuitry activated and deactivated. I tried it with three different devices. I contacted Oladance support and they told me, and I quote: ""The low-level hissing/ticking/clicking sound audible in the background you mention may be white noise, and we'd like to explain to you that white noise is a common problem with all speakers and headphones; it is generated when electronic devices operate. It is a normal phenomenon, not the quality problem of the headset itself, so there is no need to worry"". Laughably, some reviewers actually excuse this white noise by describing it as a 'noise cancelling' feature.

Absolute nonsense. So after a little research I purchased a pair of Shokz OpenFit instead, as several serious YouTube reviewers noted them for their very low 'residual noise' (the OWS and the Cleer Arc II were rated the worst). The OpenFit has absolutely NO hissing or background static - just a clean pure audio stream - a notification sound is just a notification sound, nothing else is audible. Shokz deserve to be applauded for this.

Additionally the OpenFit's comfort and lightweight design is second to none (and I wear glasses).  The battery life of the Oladance also gave me problems (left earbud sometimes only charging to 70% and running out much faster than the right). The Shokz by comparison, despite only being rated for 7 hours, have got me through the day (and the battery case is smaller anyway so can more easily be carried with you).

I have no doubt the OWS Pro are a great set of headphones for many use-cases, I was initially wowed by them, but for me they proved a major disappointment - despite their excellent audio quality. In addition, the controls proved fiddly and unreliable. I realise they've gone the push-button route for those using them when exercising, but in comparison I've found the OpenFit touch-style controls more reliable and easier to use.

I hope my experience proves helpful for you in making a purchasing decision for your use case. I look forward to the next evolution in this product-space as it is rapidly expanding, but I'll be putting Shokz top of my list when buying my next pair - based on this experience I feel they can be better trusted to produce a quality product.

UPDATE: Just spent an afternoon sitting in the sun listening to some favourite old tracks on these and have upped my rating from four stars to five. Very happy with the purchase.

UPDATE 2 (10/02/24): I just tried a pair of Soundcore Aerofit Pro as they had some attractive features the Shokz do not (longer battery life, LDAC support, detachable headband, on/off switch). Although these features were all desirable, I ultimately returned the Aerofit Pro and kept the Shokz OpenFit. The reason was simple: sound quality. The Shokz have a fuller, more expansive soundstage, and much better bass. Although the AeroFit Pro do indeed have a very clear sound with the LDAC codec, it is more focussed on mids and highs and lacks the bass punch of the OpenFit. In a side-by-side comparison I realised that I *enjoyed* listening on the Shokz more than on the Soundcore. The EQ in the Soundcore app also seemed to have very little effect compared to the changes you can make in the Shokz app. If I can put it this way: the AeroFit sounded like a pair of headphones, while on the Shokz my music sounded like how I would expect it to over a pair of speakers. Hoping Shokz bring improvements in the abovementioned features in their next iteration, but despite their lacking in some areas at the moment, they still win out over everything else for me because of the sound.",5,B0BYSQDWRT,2023,the United Kingdom
R385L0DWK9KVB2,Best style for me!,"I tried a couple brand name ear buds that were supposed to be good for small ears. Even with the smallest sized tips, both styles kept falling out. I then tried over the ear style and felt muffled and claustrophobic wearing them. So I finally tried this pair and I love them. They stay in place, they are not right in your ear so they don't have ear wax build-up and sound is great for me. Phone conversations are great both on my end and for the other person. I listen to podcasts a lot, and it's so convenient. I find the quality of sound very good and there are adjustments you can make on the app as well. I'm really happy with these.",5,B0BYSSD56Y,2024,Canada
R2VA2JQAQJNIJQ,"Super comfortable, features exactly as described","I've waited to review until I'd had and used these a good bit to be able to give my honest review and after a month of use I can say that I love these and would absolutely recommend them and buy them again.

I have never found a pair of ear buds that don't cause me extreme pain in my ears, neck, shoulders, and head. I've tried all manner of ear buds, from super cheap to really expensive, and these are the first set of ear buds that I can wear all day without any pain whatsoever. It took a little getting used to the way that they fit because they did sort of feel like they were on the verge of falling out when I first got them, but this is just due to a different design than I've ever experienced and they're actually quite secure and not going anywhere. I do find myself forgetting that I have them on and will walk around with nothing playing, wearing them for hours sometimes. Even as a glasses wearer, I don't find myself having any problems with comfort or secure fit.

The sound quality is honestly the best I've experienced in all of the ear buds I've tried. I'm super impressed with the bass they're able to achieve, and it is sort of a ""sound is in your head"" kind of experience. I've used them for listening to music, watching YouTube, watching TV shows and movies, and have never felt that I needed to adjust the EQ. They really just sound great for all uses, in my opinion.

I love the way that you put them into pairing mode - I did have to look up a YouTube video on how to do it because I struggled to understand the instructions provided, but it's actually really easy and reliable, and one of the easier pairing experiences I've had. I have a few pairs of headphones/ear buds that are a major pain to pair and fall out of being paired randomly, and I've had none of those issues with these.

I haven't had any issues with the touch controls not working right, though I don't use these for running and it seems the majority of reviewers having issues with the touch controls are runners who experience sweat, so that could be why I've had no issues. I'm a stay at home mom who works part time from home and home schools my kid, so my typical use of these is while sitting at a computer working, or while walking around my home doing school or chores.

They're not super noise canceling and they don't have the longest battery life but that is exactly as advertised. Being open ear fit they couldn't possibly be noise canceling (though they do actually drown out most sound pretty well if the volume is up high), which is actually what I need in ear buds as a stay at home mom who needs to be able to hear my kid at all times. I don't want to give these a low review on noise cancellation or battery life because they're clearly advertised as not being noise canceling, and also clearly advertised that the ear buds themselves only have a 7 hour battery life and the case has a 28 hour battery life, so it would seem unfair to lower their rating over something that you're advertised before even buying. Maybe in future models they'll be able to increase the battery life, but until then it is totally fine with me as someone who is home pretty much at all times and able to recharge without issue.

I am super happy with these, and so pleased to have finally found ear buds I can wear without pain. After years of searching, I finally found a pair that works for me and actually sounds great, too.",5,B0BYSSD56Y,2024,the United States
R1JUBHP8G3DRBO,SHOKZ OpenFit Open-Ear Wireless Bluetooth Earphones !,"I ordered these SHOKZ OpenFit Open-Ear Wireless Bluetooth Earphones ( Black ) a few days ago, and I have just received my order Today. ; I will begin by mentioning that I already have a BOSE SoundLink II On-Ear Wireless Bluetooth Headphones, which are my Current favourite Bluetooth headphones. And I also already have the Apple AirPods 3rd Generation Wireless Bluetooth Earphones, which I am also currently very happy with, and they’re great for commuting, travelling, and vacationing with. Sound Quality between the BOSE SoundLink II On-Ear and the Apple AirPods 3rd Generation are both Comparable, and both Excellent. ; I only just got the SHOKZ OpenFit Open-Ear Bluetooth Earphones today, so I haven’t quite had the chance to fully put it through its paces as yet. Like the Apple AirPods, it comes with a wireless charging case, so you can charge the earphones on the go ( while the wireless charging case still holds a charge ). For me, the SHOKZ OpenFit Earphones Fit quite snugly, steadily, and very comfortably around my ears without any discomfort. They are quite light-weight, so you barely notice you’re even wearing them. Pairing these earphones is easy, simple and straightforward, and is accomplished very quickly, so you can get straight into listening right away. Sound Quality overall is very very good ! In fact, quite better than what I had initially expected. The audio experience is much like AirPod-style earphones, with the sound being directed straight into your ear-canal. Mid-Range and Treble sounds are very clear and very easy to hear. Bass sound response is fairly good, but has noticeable distortion at the very low frequency notes ( a problem not evident on the more superior BOSE Headphones ) [ Amendment : A new Firmware Update is now available and the update much improves the Bass response and the apparent distortion at high volumes is now almost completely Eliminated, enabling a far better audio experience overall ! ; Very Happy with this ! This brings the overall sound quality up much closer to that of the Apple AirPods and BOSE Headphones ! ]. ; The SHOKZ OpenFit supposedly has a Situational Awareness feature which supposedly allows you to stay aware of ambient sounds in your natural environment ( In fact this is the Primary reason I bought them in the first place ! ), but since I have only tested these earphones in my own room and inside a house, I haven’t yet had a chance to fully test whether the Situational Awareness feature works well or not. If I am using these inside my own room ( which is a quiet environment ) with the earphone volume up pretty high, I cannot really hear much ambient sounds outside of the earphones themselves. ; And like the Apple AirPods, the SHOKZ OpenFit Open-Ear Wireless Bluetooth Earphones are compact, and great for commuting, travelling, and vacationing with. ; Even though the overall sound quality isn’t quite up to the same standard as the BOSE headphones, which are definitely more superior, both the Apple AirPods and the SHOKZ OpenFits are both a lot more compact in size and more convenient to carry - an attribute a clear winner for both Apple and SHOKZ over the BOSE headphones, which are bulkier and more space required to carry. The overall sound quality of both the Apple AirPods and the SHOKZ OpenFits are still really good, and good enough for their compact size and convenience for travelling. Oh, and for those also using an Apple MacBook Air M2, such as myself, then YES, I can Affirmatively Confirm that the SHOKZ OpenFits DO work very well and easily with the Apple MacBook Air M2. ; If you are at home, in private, then the BOSE headphones are definitely the clear winner. If commuting and travelling is your thing, then the Apple AirPods would be the choice for Solo travelling. If you need to be able to hear normal ambient sounds from your natural environment, then the SHOKZ OpenFits is the most suitable way to go. ; For me, I’d leave my BOSE headphones at home, and I’d take both the Apple AirPods and the SHOKZ OpenFits Earphones with me when I Travel, and use whichever is the most appropriate at any given period. ; When you commute and/or go travelling, I would also recommend taking a pair of wired 3.5 mm compact earphones ( like the ones Apple used to include with their new iPhone releases ), as backup earphones, just in case your Bluetooth earphones run out of battery. ; I’ll be happy to say that for people who normally wear glasses or spectacles for their eyes ( like I do ), you can still wear them perfectly as normal and comfortably in conjunction with the SHOKZ OpenFit earphones, without either of them getting in the way of each other, and you can continue to comfortably listen to your music with the SHOKZ OpenFit earphones while keeping your glasses on perfectly in place. The SHOKZ OpenFit Earphones themselves, while they are outside of the charging case, they do Not have an Off switch or Off mode, so if they’re not in active use, you Must return them to inside the Charging Case and close the Charging Case in order for the earphones to attain something like an Off mode or Sleep mode, and retain their charge. ; Oh, and also, I gather you might like this about the Shokz OpenFit : Because a) They’re Open-Ear technology, and b) They have the Situational Awareness feature : If you have your music on either Pause/Stop mode or on Silent mode, you can still hold a perfectly normal verbal conversation with other people without having to remove the Shokz earphones from your ears ( and also still be able to perfectly hear other people talk to you ), and then return to your music and continue from where you left off without having to put the earphones back on again. ; [ Just for the record : I’ve even tried Bone-Conduction earphones, and from my own personal experience, I’d say “ Say goodbye “ to Bone-Conduction technology - they’re absolute rubbish compared to traditional headphones and earphones, including the Shokz Open-Fits, which are clearly a million times better than any bone-conduction trash ! Bone-Conduction technology doesn’t do anything for me ! ] ; For the sake of re-iteration, If we’re talking Shokz OpenFits, we’re really talking compact-ness and Portability ( On-the-go ). If you go out or commute and/or travel frequently, my best advice to you would be that in addition to the Shokz OpenFits, get yourself a good pair of Apple AirPods ( or equivalent ), and a pair of good 3.5 mm wired earphones, and take them all with you when you are out of or away from home. ; The SHOKZ OpenFit Earphones : Are they worth the cost ? : Well, AUD $ 289.oo I think initially is a pretty big ask, especially if you haven’t tried them on yet. How important is your music collection ( and your music listening ) to you ? You weigh up the worthiness, and determine for yourself whether my review and advice here would convince you to purchase them. I took a stab in the dark whether they would be as good as others have reviewed them to be, telling myself that I would not know the truth unless I bought them, and tried them out for myself. So far, I am quite impressed ! ; My final score for the SHOKZ OpenFit Earphones, out of 10 : 9.80 , or out of 100 : 98 ; Two thumbs up !",5,B0BYSQDWRT,2024,Australia
R2MKSUJCQ3EF0H,Horrible in phone conversations,"This is by far the worst earbuds for phone conversations if they are used in pairs. The sounds echo on both ends of the line, because the pair cannot sync properly. Shokz customer service's solution was to replace the unit after they receive the one I have. I will come back and write another review if the new unit does not have any issues, but regardless.... if you are paying $200 for a pair of headphones, you would expect them to be flawless? Am I wrong?
I will say though that the sound in listening to music is decent for this open ear concept.

REPLACEMENT UNIT:

Unfortunately, the replacement unit had the same exact problem, even after the recommended firmware updates and ""hard resets"". This brand is a total failure for me. Their customer happiness center and happiness makers could not make me happy with this purchase, therefore I am returning these. I am definitely not coming back to Shokz for ANYTHING EVER AGAIN.  I do not recommend these headphones for phone calls.",1,B0BYSQDWRT,2024,the United States
RMXB61YM9WO79,"Decent Sound, Poor Controls and Power Charging","I bought these buds for the comfort shokz usually provides. But, I found that these buds are no up to par for the price paid. The touch controls are horrible. They have no volume controls, need extended time to pause or forward through video/music, and handles calls like worse then my other older shokz items.
The other thing is that they have no option to induction charge the ear buds in 2024 when this has been available on cheaper and more thought out brands for years. You're given a USB to USB type C cable and no plug to handle everything but seeing how the new standards are set to USB type C it feels like a slap to the customers that want to move past all the extra cables and plug to use the charging pads we have had for 10 years....shokz.
All in all the only thing these things can do is play sound from a phone. If you need to do anything else with them I suggest something else that has better use, thought, and engineering put into them. I will probably pass these off to a nephew or niece as a hand me down and will get something better for myself.",1,B0BYSQDWRT,2024,the United States
R186UD3EPV892M,Second set still awful. Should be recalled,"Update:
Received a warranty replacement based on woeful battery life. The 'new' pair is just as bad. The only reason I still wear them is they were so expensive I feel like an idiot letting them sit. These should be recalled. When one sweats or if it's too dewy/moist outside, the volume goes either all the way up or all the way down. One is inconvenient, one is dangerous and uncomfortable. What a terrible poorly designed product.

I have had other SHOKZ products for years and as an avid runner/cyclist have enjoyed the ability to hear my surroundings. I was hesitant about this particular product but as an early adopter the company pitched a ""1 year satisfaction guarantee"". After a few months with these, they aren't good, at all. The battery life is awful on both the phones and the case. I've used them once or twice a week, the only reason it hasn't been twice as much is they are always dead. The headphones don't turn off when placed back in the case so they stay connected and apparently keep using battery. It's clearly a product that wasn't ready for market but got pushed that way.

I contact the company to ask how to return them and haven't heard anything back. I guess I'll follow up with a warranty claim next, even though I don't really want another pair of this awful product. The only reason I didn't return them sooner was a firmware update came out that I thought would help improve things. It didn't.",1,B0BYSQDWRT,2023,the United States
R2HOUSW4RBA1V9,Disaster! Very low volume in calls and there is NO noise cancellation,"I bought these headphones, they are the second ones I have bought because of the brand and on the recommendation of a friend. I bought the AfterShokz Aeropex first (February 2023) and they are good but they do not have Noise Cancellation, but for music and calls in general they are fine. Now I buy the SHOKZ OpenFit and in addition to not having Noise Cancellation, the volume is very low. Added to this bad thing is that the Shokz APP is NOT available in my region! What madness is that? It is preferable to note when purchasing that your APP only applies to certain areas of the planet. In Latin America it only applies to three countries and we are 33 countries (650 million people). It is a lack of respect for the customer that, in addition to not working properly, you cannot use the APP to see if the Noise Cancellation volume can be corrected. It's a shame that I can't return it because I'm outside the USA and it's very complicated to make the return. I know now that I lost $180 and that I cannot recommend the brand because they are two Shokz headphones that I bought and they do not do what they offer. I forgot: the battery is not 28 hours... NEVER!",1,B0BYSQDWRT,2023,the United States
R1A88PO7M8PVD4,I loved this headset but.... then it went all wrong,"[Edit] I bought another set thinking I just might have gotten a bad set. New set will still only last from 10 am to about 5 pm before you start hearing the battery bleeps at 10%  Sound is still good, though. We will see how this set lasts.

Good customer service would have been all over this to try and at least apologize for the experience, but nope.

======================

Loved the sound quality, enjoyed the feature that I don't have to put it in my ear. I love it's intelligence. But then the charging unit started falling apart.

1. 28 hour listening time? LOL the most I could get out of them are about 8 hours. I'm a mail carrier and I can tell you exactly how long I have them on before they give out and there is no way that you can get 28 hours listening time.

2. First the spring in the hinge poked out. then it fell out. so then I wrapped a rubber band around it. then, it stopped charging after a couple months.

Doesn't matter how good it is, if it won't charge, it's not worth the purchase. That is too quick to fall apart considering the price.",1,B0BYSQDWRT,2023,the United States
R29MR93ZMXHYQN,"Sound and microphone cut in and out, touch sensors are inconsistent","I was so excited to get these. The fit was great, I didn’t have problems with the charging but only had them for 5 days. In those 5 days, I’ve had my phone calls complain that my sound is cutting in and out while I’m speaking, and I’ve had my sound cut in and out while listening to the other folks on the other end—the sound also appeared to be inconsistent with the right and left buds.  One day the left was not working so I put it back in the case and reset them (I guess) and that made the problem go away at the moment. Then the listeners on the other end continued to claim that my sound was cutting in and out unable to hear me.

I also had a problem with the touch sensors…. I had to nearly punch the side of my head to answer a call. If I answered on my phone the buds would disconnect and I had to manually click back over to the shokz. Other days they were very sensitive and if I touched them the wrong way… or right way(?) I’d end a call accidentally.

IMO not worth the dollars they charge unfortunately.

The fit was great and I loved the packaging case, and charging concept.  The functionality, understanding when they were going to work and reliability is poor.  I’m returning them to find another product.",1,B0BYSQDWRT,2023,the United States
R1945MENV7T3X2,Great when they work,"They sound great but there are serious issues with the batteries. My left earbud battery runs out within an hour, charging is hit & miss, overall unusable.

Seller sent me to Sony to try to get them repaired, took zero responsibility.",1,B0C33XXS56,2024,Singapore
R24C5U5L3DL6C2,"Excellent product, but frustrating pre-order experience and missing promotional item","Overall: Excellent noise cancellation and sound quality, but frustrating pre-order experience and missing promotional item.

(4 star for this product and less than 0 for other delivery and support)

Pros:

Best-in-class noise cancellation: Effectively blocks out ambient sound, making them ideal for noisy environments.

Exceptional sound quality: Clear and balanced audio with powerful bass and crisp highs.

Comfortable fit: Ergonomically designed earbuds stay secure in your ears even during extended listening sessions.

Long battery life: Up to 36 hours of playback time with the charging case.

Cons:

Delays and communication gaps: I experienced numerous delays in receiving my order and encountered significant communication gaps throughout the process.

Pre-order issues: Many customers reported missing promotional items and delays in communication from Amazon.

Invalid coupon: After multiple buyers reported similar issues, Amazon provided a coupon code to claim the speaker. However, the code turned out to be invalid, adding to the frustration.

Limited communication avenues: Difficulty reaching anyone beyond customer service for assistance. The lack of transparent communication and escalation channels was deeply frustrating

Delivery : My attempts to resolve the missing speaker issue were met with delays, communication gaps, and unhelpful responses. I was repeatedly told the correct product was delivered, and no action was take

Recommendation:

While the WF-1000XM5 earbuds offer exceptional sound quality and noise cancellation, the frustrating pre-order experience and missing promotional items detract from the overall purchase experience. While I appreciate the coupon code gesture, the invalid code further amplified the disappointment. If you can get past these issues, the earbuds themselves are excellent. However, if you value a smooth and reliable purchasing experience, you may want to consider other options.  This review is based on my personal experience and may not reflect the experience of others. I encourage potential buyers to read other reviews and research the product thoroughly before making a purchase",1,B0C33XXS56,2023,India
RBYDUE5AHBZLR,Never again,"Had the earbuds since nov 2023..exceptional sound..but boy oh boy..at first i had issues with the sounds in one earbud..nothing was coming out..thankfully i found the answer on how to fix it on google..little hint..i wasnt the only one. Every now and then it would happen again but i was able to fix it. This week i spent 3 days trying to fix them...nothing would work..miraculously it started working again, both earbuds were playing at the same time again. Put them back in the case overnight. Next day guess what same issue AGAIN BUT CANNOT FIX IT NOW.  For the amount these cost, i would have expected them to last longer than the one at the gas station and function properly. I was wrong, do yourself a favor and buy another brand. Lets not even talk about sony cust serv. I DO NOT RECOMMEND THESE.",1,B0C33XXS56,2024,Canada
RI4AWYIF29Q3B,Multiple issues,"Sony WF 1000XM5
Even the name is pretentious, they are earbuds, not an experimental fighter jet.  I had Jabra earbuds and loved them.  The only reason I bought the Sonys is because I lost one of my Jabra earbuds while cycling and the Sonys had great reviews as their top of the line earbuds. I unboxed, charged them, then went through the pairing process.  Cumbersome right off the bat, you have to pair with the earbuds in their case with the lid open and press and hold a small button on the case.  The Jabras can pair with them in  your ears, and they TELL you when pairing was successful.  Every time you put them in your ears, the Jabras then tell you how many devices are connected, the Sonys don’t. The next problem with the Sonys was simply putting them in my ears without touching the touch sensitive pads. Because if you do, you change the setting on the earbuds. The Jabras have a pad that is a button the needs to be pushed.  By the time I’ve got them sitting properly in my ears, I’ve touched the pads so many times that I have no idea what settings I’ve changed. Then once they are in your ears, any time you happen to touch them, by accident or if you want to adjust the bud, you inadvertently change a setting. The touch sequences are ridiculously complicated. You have to touch 4 times in rapid succession just to change the volume and if you don’t touch 4 times fast enough, you’ve changed some other function. I use earbuds for two devices: my TV and my phone.  Both of which worked well with my Jabras.  After pairing the Sonys with both, I take them out of my case and there is no audible confirmation that they are connected.  If two devices are paired, the buds should only play the device that is on.  But the Sonys immediately wake up the phone and start playing the last music app that I had, even though it was closed and the TV was on and paired. If I want to hear the TV, I have to stop the music on the phone and try to connect to the TV. The most frustrating thing, and the “final straw” for me was that once connected and playing sound from the TV, they would randomly cut out after maybe a minute.  OK, so maybe I have some setting in the app wrong, so I go to the phone, open the app, and it says, “Sony Earbuds not connected”.  What?  They were just blaring music in my ears a second ago.  When I go the phones Bluetooth setting, they are connected according to my phone.  Go to Sony Troubleshooting (oh yes, the manual is only available on line, you can’t download it, so if you don’t have an internet connection, good luck reading the manual). Are your earbuds fully  charged?  Are you close enough to the Bluetooth device?  Are the devices correctly paired? Yes to all three, I’m not stupid. Finally, these two devices worked perfectly with the Jabras so it is not a problem with the phone or TV.
Perhaps there is some setting that is not right in the overly complicated app, but frankly I don’t have the time or inclination to mess with them any more.  I’m sending them back and buying Jabras again.",1,B0C33XXS56,2023,the United States
R38WY1BYQ4QGXK,"Bad design, not loud enough.","They are too heavy to stay in my ears compared to airpods pro and foam tips make it worse. Also because they have touch controls, everytime I have to adjust them (which is a lot), touch functions activate. Also they don’t get as loud as airpods pro which is especially notable in outdoor environments. Sound quality is on par with other high end earbuds, nothing stands out.",1,B0C345M3T7,2024,Australia
R2T6SD4X2MJCBZ,Poor Service,"I am writing to follow up on my recent order #406******+ttt*561 and dispute your previous conclusion regarding the missing Sony WF-1000XM5 earbuds.

While I appreciate your confirmation that the package left your fulfillment center with the earbuds included, I must reiterate that they were not present when I received the order. I carefully inspected the entire box and its contents, including any packing materials, but the earbuds were missing entirely.

I understand occasional discrepancies can occur, but in this instance, I am confident the earbuds were not mistakenly left out.

Therefore, I kindly request you to reconsider your claim and investigate this matter further. To assist in your investigation, I can provide:

 * Order confirmation email
 * Delivery confirmation email or receipt
 * Pictures of the complete package and its contents

I am confident that a thorough review will confirm my claim and reveal the missing earbuds. I am open to exploring potential solutions, such as:

 * Issuing a full refund for the missing earbuds.
 * Expediting a replacement pair of earbuds immediately.
 * Investigating further to determine the source of the discrepancy.

Thank you for your time and attention to this matter. I look forward to your prompt and amicable resolution.",1,B0C33XXS56,2024,India
R1NGEHERK3IVHB,Very disappointing,"Very disappointed in the WF-1000XM5 ear buds.  I have the WF-1000XM3 ear buds and the XM3 has the best sound, best equalizer options, and best noise cancellation, of any earbuds I have tried (this includes Ultimate Ears, Bose QuietComfort, Soundcore Libert Pro2, et al). The problem is that the battery on the XM3 doesn't last longer than 45 minutes.  So when I saw Sony had released the XM5 I thought they would have the same great sound qualities and, hopefully, better battery life.
The XM5s do if fact have a MUCH better battery life.  But the sound features are abysmal. Especially compared to the XM3.  XM3 has THE BEST noise cancelling of any earbuds, and the switch between NC and ambient is seamless.
With the XM5 you have two choices for sound: ambient sound, or noise canceling. You can select Adaptive Sound Control and the earbuds will automatically adjust how ambient sound is filtered by learning how you use your earbuds as you move about your environment, and switches earbud settings at the optimal time.  Sounds good in theory, but Adaptive Sound Control in action sucks. I use my earbuds primarily while walking in urban environments, i.e. passing cars, conversations around me, leaf blowers, lawn mowers, etc. and the XM5 are the worst in class for outdoor environments.
First, while moving Adaptive Control tests the environment about every 10 seconds; when it does it interrupts the audio for about one second.  So about every 10 seconds the audio is blocked out while the AC ""optimizes"" your sound settings.  Second, there is absolutely NO noise cancellation while walking! In fact the opposite occurs:  the XM5s actually amplify the street noises around me, while simultaneously suppressing the audio sound track!  I went back into the app and reset the ambient sound control such that Ambient Sound was Off, and Noise Cancelling was the only option On. The audio track was not suppressed, but the street noises (especially passing cars and landscape equipment) continued to be amplified.
In a quiet, at home, environment XM5's audio quality is good but not superior to the XM3.  Mainly because of the lack of user friendly equalizer settings.  I'm sure this last statement will drive the Sony XM5 developers into a fit, but the new method of arriving at a desired equalizer setting does nothing more than force the listener into choices between preset equalizer defaults; it does not test the listener's ability/preference at discrete frequencies.  The end result is an equalizer setting with little to no benefit over ""NONE"".
So, for sitting around the house the XM5s are okay.  For anything else you get better, more reliable, audio at a much cheaper price.",1,B0C33XXS56,2023,the United States
RLOONUHTO3ZJR,Worse in every way than the previous model,"Every aspect of this model is worse than the XM4.

1) The sound quality is worse and the bass is severely reduced when compared to the previous model. For example: I had to crank the bass all the way up on BOTH the Sony headphones app and the Spotify app to achieve the same level of bass that the XM4 had by default. I've heard some people describe this as more ""audiophile"" quality but I'm just not getting that from what I've experienced.

2) The active noise cancelling might as well not even be a feature. It literally doesn't block out any noise from the outside environment and weirdly seems to change the EQ when cycling between ANC, Passive, and ""Off"" modes in an attempt to make you think it's actually doing some sort of noise cancelling.

3) The shape of the foam tips are now tapered in a way that make them extremely loose in your ears and may even fall out entirely even while doing low intensity movements like walking or chewing. Trying to get a solid seal even with the largest tips is impossible.

4) The shape and glossy finish of the earbuds themselves makes them frustrating to remove from your ears and the case and increases the likely hood of dropping them (and therefore possibly damaging them). Sony's decades of blatant planned obsolescence (or the ""Sony timer"" as some people might unfortunately be aware of) makes me believe that the tendency to easily drop these was intentionally designed, forcing people to spend more money on upgrades or repairs. The XM4 model has these issues as well, but at least that model actually sounded great while they were working.

In summary, there are tons of earbuds out there these days that are just as good (or better) than these so I would recommend trying a different brand instead.",1,B0C33XXS56,2024,the United States
R18SKO21FBK6TY,"Total crap comfort & user experience level, Opt for Bose QC Ultra or Airpods Pro 2nd gen","Everything is nice but I disliked two features as a normal which is very crucial for a user experience.

1. Company fitted Silicone foam doesn't give you a comfortable fit in the ear, it aches. When I changed it with small fit then ANC was compromised. For my ear medium & large size of bud foam is not compatible.
So do take into consideration before purchasing the item.

2. Volume control & mode control is very tedious & everytime you got to pickup your phone & change it.

If I compare it with ergonomics of Bose QC ultra earbuds then I find Bose QC Ultra to check all parameters of my requirements. I can wear Bose QC ultra for hours without problem but that can't be said for Sony WF- 1000XM5 as it very painful to wear them.

Sony need to work on ergonomics & user interface that's why I switched to Bose QC Ultra within a week after purchasing the Sony WF 1000XM5.",1,B0C33XXS56,2024,India
RL6UHPLBTRF64,Not as good as I thought,"Overall sounds is good but coming from airpod Pro 2 I would say it has more shortcoming. First, in crowded environment it gets interfered alot. Even for less crowded space it still get interfered. Music will stop for a few seconds. Secondly, due to the shape of the buds it is more difficult to fit when compared with airport. Thirdly, the case itself feels a little bit less premium.",2,B0C33XXS56,2024,Singapore
